id,title,topic_tags,difficulty,problem_URL,solution_URL
172,Factorial Trailing Zeroes,{Math},Medium,https://leetcode.com/problems/factorial-trailing-zeroes,https://leetcode.com/problems/factorial-trailing-zeroes/solution
173,Binary Search Tree Iterator,"{Stack,Tree,Design,Binary Search Tree,Binary Tree,Iterator}",Medium,https://leetcode.com/problems/binary-search-tree-iterator,https://leetcode.com/problems/binary-search-tree-iterator/solution
174,Dungeon Game,"{Array,Dynamic Programming,Matrix}",Hard,https://leetcode.com/problems/dungeon-game,https://leetcode.com/problems/dungeon-game/solution
175,Combine Two Tables,{Database},Easy,https://leetcode.com/problems/combine-two-tables,https://leetcode.com/problems/combine-two-tables/solution
176,Second Highest Salary,{Database},Medium,https://leetcode.com/problems/second-highest-salary,https://leetcode.com/problems/second-highest-salary/solution
177,Nth Highest Salary,{Database},Medium,https://leetcode.com/problems/nth-highest-salary,https://leetcode.com/problems/nth-highest-salary/solution
178,Rank Scores,{Database},Medium,https://leetcode.com/problems/rank-scores,https://leetcode.com/problems/rank-scores/solution
179,Largest Number,"{Array,String,Greedy,Sorting}",Medium,https://leetcode.com/problems/largest-number,https://leetcode.com/problems/largest-number/solution
180,Consecutive Numbers,{Database},Medium,https://leetcode.com/problems/consecutive-numbers,https://leetcode.com/problems/consecutive-numbers/solution
181,Employees Earning More Than Their Managers,{Database},Easy,https://leetcode.com/problems/employees-earning-more-than-their-managers,https://leetcode.com/problems/employees-earning-more-than-their-managers/solution
182,Duplicate Emails,{Database},Easy,https://leetcode.com/problems/duplicate-emails,https://leetcode.com/problems/duplicate-emails/solution
183,Customers Who Never Order,{Database},Easy,https://leetcode.com/problems/customers-who-never-order,https://leetcode.com/problems/customers-who-never-order/solution
184,Department Highest Salary,{Database},Medium,https://leetcode.com/problems/department-highest-salary,https://leetcode.com/problems/department-highest-salary/solution
185,Department Top Three Salaries,{Database},Hard,https://leetcode.com/problems/department-top-three-salaries,https://leetcode.com/problems/department-top-three-salaries/solution
186,Reverse Words in a String II,{},Medium,https://leetcode.com/problems/reverse-words-in-a-string-ii,https://leetcode.com/problems/reverse-words-in-a-string-ii/solution
187,Repeated DNA Sequences,"{Hash Table,String,Bit Manipulation,Sliding Window,Rolling Hash,Hash Function}",Medium,https://leetcode.com/problems/repeated-dna-sequences,https://leetcode.com/problems/repeated-dna-sequences/solution
188,Best Time to Buy and Sell Stock IV,"{Array,Dynamic Programming}",Hard,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/solution
189,Rotate Array,"{Array,Math,Two Pointers}",Medium,https://leetcode.com/problems/rotate-array,https://leetcode.com/problems/rotate-array/solution
190,Reverse Bits,"{Divide and Conquer,Bit Manipulation}",Easy,https://leetcode.com/problems/reverse-bits,https://leetcode.com/problems/reverse-bits/solution
191,Number of 1 Bits,"{Divide and Conquer,Bit Manipulation}",Easy,https://leetcode.com/problems/number-of-1-bits,https://leetcode.com/problems/number-of-1-bits/solution
192,Word Frequency,{Shell},Medium,https://leetcode.com/problems/word-frequency,https://leetcode.com/problems/word-frequency/solution
193,Valid Phone Numbers,{Shell},Easy,https://leetcode.com/problems/valid-phone-numbers,https://leetcode.com/problems/valid-phone-numbers/solution
194,Transpose File,{Shell},Medium,https://leetcode.com/problems/transpose-file,https://leetcode.com/problems/transpose-file/solution
195,Tenth Line,{Shell},Easy,https://leetcode.com/problems/tenth-line,https://leetcode.com/problems/tenth-line/solution
196,Delete Duplicate Emails,{Database},Easy,https://leetcode.com/problems/delete-duplicate-emails,https://leetcode.com/problems/delete-duplicate-emails/solution
197,Rising Temperature,{Database},Easy,https://leetcode.com/problems/rising-temperature,https://leetcode.com/problems/rising-temperature/solution
198,House Robber,"{Array,Dynamic Programming}",Medium,https://leetcode.com/problems/house-robber,https://leetcode.com/problems/house-robber/solution
199,Binary Tree Right Side View,"{Tree,Depth-First Search,Breadth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/binary-tree-right-side-view,https://leetcode.com/problems/binary-tree-right-side-view/solution
200,Number of Islands,"{Array,Depth-First Search,Breadth-First Search,Union Find,Matrix}",Medium,https://leetcode.com/problems/number-of-islands,https://leetcode.com/problems/number-of-islands/solution
201,Bitwise AND of Numbers Range,{Bit Manipulation},Medium,https://leetcode.com/problems/bitwise-and-of-numbers-range,https://leetcode.com/problems/bitwise-and-of-numbers-range/solution
202,Happy Number,"{Hash Table,Math,Two Pointers}",Easy,https://leetcode.com/problems/happy-number,https://leetcode.com/problems/happy-number/solution
203,Remove Linked List Elements,"{Linked List,Recursion}",Easy,https://leetcode.com/problems/remove-linked-list-elements,https://leetcode.com/problems/remove-linked-list-elements/solution
204,Count Primes,"{Array,Math,Enumeration,Number Theory}",Medium,https://leetcode.com/problems/count-primes,https://leetcode.com/problems/count-primes/solution
205,Isomorphic Strings,"{Hash Table,String}",Easy,https://leetcode.com/problems/isomorphic-strings,https://leetcode.com/problems/isomorphic-strings/solution
206,Reverse Linked List,"{Linked List,Recursion}",Easy,https://leetcode.com/problems/reverse-linked-list,https://leetcode.com/problems/reverse-linked-list/solution
207,Course Schedule,"{Depth-First Search,Breadth-First Search,Graph,Topological Sort}",Medium,https://leetcode.com/problems/course-schedule,https://leetcode.com/problems/course-schedule/solution
208,Implement Trie (Prefix Tree),"{Hash Table,String,Design,Trie}",Medium,https://leetcode.com/problems/implement-trie-prefix-tree,https://leetcode.com/problems/implement-trie-prefix-tree/solution
209,Minimum Size Subarray Sum,"{Array,Binary Search,Sliding Window,Prefix Sum}",Medium,https://leetcode.com/problems/minimum-size-subarray-sum,https://leetcode.com/problems/minimum-size-subarray-sum/solution
210,Course Schedule II,"{Depth-First Search,Breadth-First Search,Graph,Topological Sort}",Medium,https://leetcode.com/problems/course-schedule-ii,https://leetcode.com/problems/course-schedule-ii/solution
211,Design Add and Search Words Data Structure,"{String,Depth-First Search,Design,Trie}",Medium,https://leetcode.com/problems/design-add-and-search-words-data-structure,https://leetcode.com/problems/design-add-and-search-words-data-structure/solution
212,Word Search II,"{Array,String,Backtracking,Trie,Matrix}",Hard,https://leetcode.com/problems/word-search-ii,https://leetcode.com/problems/word-search-ii/solution
213,House Robber II,"{Array,Dynamic Programming}",Medium,https://leetcode.com/problems/house-robber-ii,https://leetcode.com/problems/house-robber-ii/solution
214,Shortest Palindrome,"{String,Rolling Hash,String Matching,Hash Function}",Hard,https://leetcode.com/problems/shortest-palindrome,https://leetcode.com/problems/shortest-palindrome/solution
215,Kth Largest Element in an Array,"{Array,Divide and Conquer,Sorting,Heap (Priority Queue),Quickselect}",Medium,https://leetcode.com/problems/kth-largest-element-in-an-array,https://leetcode.com/problems/kth-largest-element-in-an-array/solution
216,Combination Sum III,"{Array,Backtracking}",Medium,https://leetcode.com/problems/combination-sum-iii,https://leetcode.com/problems/combination-sum-iii/solution
217,Contains Duplicate,"{Array,Hash Table,Sorting}",Easy,https://leetcode.com/problems/contains-duplicate,https://leetcode.com/problems/contains-duplicate/solution
218,The Skyline Problem,"{Array,Divide and Conquer,Binary Indexed Tree,Segment Tree,Line Sweep,Heap (Priority Queue),Ordered Set}",Hard,https://leetcode.com/problems/the-skyline-problem,https://leetcode.com/problems/the-skyline-problem/solution
219,Contains Duplicate II,"{Array,Hash Table,Sliding Window}",Easy,https://leetcode.com/problems/contains-duplicate-ii,https://leetcode.com/problems/contains-duplicate-ii/solution
220,Contains Duplicate III,"{Array,Sliding Window,Sorting,Bucket Sort,Ordered Set}",Hard,https://leetcode.com/problems/contains-duplicate-iii,https://leetcode.com/problems/contains-duplicate-iii/solution
221,Maximal Square,"{Array,Dynamic Programming,Matrix}",Medium,https://leetcode.com/problems/maximal-square,https://leetcode.com/problems/maximal-square/solution
222,Count Complete Tree Nodes,"{Binary Search,Bit Manipulation,Tree,Binary Tree}",Easy,https://leetcode.com/problems/count-complete-tree-nodes,https://leetcode.com/problems/count-complete-tree-nodes/solution
223,Rectangle Area,"{Math,Geometry}",Medium,https://leetcode.com/problems/rectangle-area,https://leetcode.com/problems/rectangle-area/solution
224,Basic Calculator,"{Math,String,Stack,Recursion}",Hard,https://leetcode.com/problems/basic-calculator,https://leetcode.com/problems/basic-calculator/solution
225,Implement Stack using Queues,"{Stack,Design,Queue}",Easy,https://leetcode.com/problems/implement-stack-using-queues,https://leetcode.com/problems/implement-stack-using-queues/solution
226,Invert Binary Tree,"{Tree,Depth-First Search,Breadth-First Search,Binary Tree}",Easy,https://leetcode.com/problems/invert-binary-tree,https://leetcode.com/problems/invert-binary-tree/solution
227,Basic Calculator II,"{Math,String,Stack}",Medium,https://leetcode.com/problems/basic-calculator-ii,https://leetcode.com/problems/basic-calculator-ii/solution
228,Summary Ranges,{Array},Easy,https://leetcode.com/problems/summary-ranges,https://leetcode.com/problems/summary-ranges/solution
229,Majority Element II,"{Array,Hash Table,Sorting,Counting}",Medium,https://leetcode.com/problems/majority-element-ii,https://leetcode.com/problems/majority-element-ii/solution
230,Kth Smallest Element in a BST,"{Tree,Depth-First Search,Binary Search Tree,Binary Tree}",Medium,https://leetcode.com/problems/kth-smallest-element-in-a-bst,https://leetcode.com/problems/kth-smallest-element-in-a-bst/solution
231,Power of Two,"{Math,Bit Manipulation,Recursion}",Easy,https://leetcode.com/problems/power-of-two,https://leetcode.com/problems/power-of-two/solution
232,Implement Queue using Stacks,"{Stack,Design,Queue}",Easy,https://leetcode.com/problems/implement-queue-using-stacks,https://leetcode.com/problems/implement-queue-using-stacks/solution
233,Number of Digit One,"{Math,Dynamic Programming,Recursion}",Hard,https://leetcode.com/problems/number-of-digit-one,https://leetcode.com/problems/number-of-digit-one/solution
234,Palindrome Linked List,"{Linked List,Two Pointers,Stack,Recursion}",Easy,https://leetcode.com/problems/palindrome-linked-list,https://leetcode.com/problems/palindrome-linked-list/solution
235,Lowest Common Ancestor of a Binary Search Tree,"{Tree,Depth-First Search,Binary Search Tree,Binary Tree}",Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/solution
236,Lowest Common Ancestor of a Binary Tree,"{Tree,Depth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/solution
237,Delete Node in a Linked List,{Linked List},Medium,https://leetcode.com/problems/delete-node-in-a-linked-list,https://leetcode.com/problems/delete-node-in-a-linked-list/solution
238,Product of Array Except Self,"{Array,Prefix Sum}",Medium,https://leetcode.com/problems/product-of-array-except-self,https://leetcode.com/problems/product-of-array-except-self/solution
239,Sliding Window Maximum,"{Array,Queue,Sliding Window,Heap (Priority Queue),Monotonic Queue}",Hard,https://leetcode.com/problems/sliding-window-maximum,https://leetcode.com/problems/sliding-window-maximum/solution
240,Search a 2D Matrix II,"{Array,Binary Search,Divide and Conquer,Matrix}",Medium,https://leetcode.com/problems/search-a-2d-matrix-ii,https://leetcode.com/problems/search-a-2d-matrix-ii/solution
241,Different Ways to Add Parentheses,"{Math,String,Dynamic Programming,Recursion,Memoization}",Medium,https://leetcode.com/problems/different-ways-to-add-parentheses,https://leetcode.com/problems/different-ways-to-add-parentheses/solution
242,Valid Anagram,"{Hash Table,String,Sorting}",Easy,https://leetcode.com/problems/valid-anagram,https://leetcode.com/problems/valid-anagram/solution
243,Shortest Word Distance,{},Easy,https://leetcode.com/problems/shortest-word-distance,https://leetcode.com/problems/shortest-word-distance/solution
244,Shortest Word Distance II,{},Medium,https://leetcode.com/problems/shortest-word-distance-ii,https://leetcode.com/problems/shortest-word-distance-ii/solution
245,Shortest Word Distance III,{},Medium,https://leetcode.com/problems/shortest-word-distance-iii,https://leetcode.com/problems/shortest-word-distance-iii/solution
246,Strobogrammatic Number,{},Easy,https://leetcode.com/problems/strobogrammatic-number,https://leetcode.com/problems/strobogrammatic-number/solution
247,Strobogrammatic Number II,{},Medium,https://leetcode.com/problems/strobogrammatic-number-ii,https://leetcode.com/problems/strobogrammatic-number-ii/solution
248,Strobogrammatic Number III,{},Hard,https://leetcode.com/problems/strobogrammatic-number-iii,https://leetcode.com/problems/strobogrammatic-number-iii/solution
249,Group Shifted Strings,{},Medium,https://leetcode.com/problems/group-shifted-strings,https://leetcode.com/problems/group-shifted-strings/solution
250,Count Univalue Subtrees,{},Medium,https://leetcode.com/problems/count-univalue-subtrees,https://leetcode.com/problems/count-univalue-subtrees/solution
251,Flatten 2D Vector,{},Medium,https://leetcode.com/problems/flatten-2d-vector,https://leetcode.com/problems/flatten-2d-vector/solution
252,Meeting Rooms,{},Easy,https://leetcode.com/problems/meeting-rooms,https://leetcode.com/problems/meeting-rooms/solution
253,Meeting Rooms II,{},Medium,https://leetcode.com/problems/meeting-rooms-ii,https://leetcode.com/problems/meeting-rooms-ii/solution
